code,display_name,price,high,low
300168.XSHE,万达信息,14.1,30.5,13.8
300777.XSHE,中简科技,43.0,63.8,40.2
002747.XSHE,埃斯顿,25.5,40.0,22.3
002985.XSHE,北摩高科,140.2,228.4,130.0
300724.XSHE,捷佳伟创,97.9,158.9,90.9
600521.XSHG,华海药业,25.1,45.7,24.3
002920.XSHE,德赛西威,80.4,128.4,77.4
000799.XSHE,酒鬼酒,139.3,232.2,121.0
603882.XSHG,金域医学,122.0,178.9,111.5
603806.XSHG,福斯特,74.9,110.6,73.6
002410.XSHE,广联达,60.8,92.5,55.9
600703.XSHG,三安光电,23.5,36.4,22.8
