,code,display_name,price,high,low
0,300850.XSHE,新强联,148.2,190.0,137.9
1,002481.XSHE,双塔食品,12.8,18.9,11.8
2,688526.XSHG,科前生物,37.13,51.11,34.71
3,300623.XSHE,捷捷微电,40.09,61.13,38.09
4,300741.XSHE,华宝股份,47.45,75.0,45.12
5,300498.XSHE,温氏股份,17.96,25.83,16.56
6,000596.XSHE,古井贡酒,235.3,295.0,216.7
