,code,display_name,price,high,low
0,002690.XSHE,美亚光电,39.6,62.1,39.57
1,600779.XSHG,水井坊,72.1,107.68,71.89
2,600872.XSHG,中炬高新,53.25,83.38,52.5
3,000799.XSHE,酒鬼酒,136.7,232.18,134.05
4,002812.XSHE,恩捷股份,104.07,168.5,103.39
