,code,display_name,price,high,low
0,600499.XSHG,科达制造,8.19,10.68,7.73
1,600823.XSHG,世茂股份,4.62,7.4,4.23
2,002497.XSHE,雅化集团,19.21,30.5,18.0
3,600529.XSHG,山东药玻,37.6,76.85,35.4
4,603267.XSHG,鸿远电子,123.86,157.5,118.5
5,600637.XSHG,东方明珠,9.01,11.38,8.22
6,603658.XSHG,安图生物,124.3,180.99,120.58
7,002064.XSHE,华峰化学,13.79,17.78,13.38
8,600143.XSHG,金发科技,26.23,32.8,24.69
9,300896.XSHE,爱美客,844.44,1331.02,822.0
10,300124.XSHE,汇川技术,88.88,117.9,83.0
11,601888.XSHG,中国中免,316.1,403.78,301.0
